19:21:31
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.6MiB / 2GiB       22.93%              43.9kB / 26.2kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.57%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.74MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.20%               309.1MiB / 6.773GiB   4.46%               38MB / 925kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.15%               16.93MiB / 6.773GiB   0.24%               146kB / 355kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.48%               55.71MiB / 6.773GiB   0.80%               162kB / 111kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.28%               56.23MiB / 6.773GiB   0.81%               163kB / 111kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  60.36%              517.9MiB / 6.773GiB   7.47%               693MB / 89.6MB      0B / 0B             17
001ea55ed420        db                                                                                                     58.39%              24.85MiB / 6.773GiB   0.36%               85.1MB / 65MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.10%               173.3MiB / 6.773GiB   2.50%               85.9kB / 106kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.08%               183.4MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.07%               184MiB / 6.773GiB     2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 9.93%               181.4MiB / 6.773GiB   2.62%               14.7MB / 17.7MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.32%               191MiB / 6.773GiB     2.75%               2.42MB / 3.01MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.08%               42.2MiB / 6.773GiB    0.61%               18.7MB / 16.5MB     0B / 0B             24
19:25:50
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.14%               467.4MiB / 2GiB       22.82%              41.7kB / 25.2kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.13%               469.6MiB / 2GiB       22.93%              43.9kB / 26.2kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.53%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.75MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.43%               309.1MiB / 6.773GiB   4.46%               38MB / 929kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.13%               16.93MiB / 6.773GiB   0.24%               146kB / 355kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               1.11%               55.72MiB / 6.773GiB   0.80%               162kB / 111kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.54%               56.25MiB / 6.773GiB   0.81%               163kB / 111kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  62.62%              517.9MiB / 6.773GiB   7.47%               695MB / 91.9MB      0B / 0B             17
001ea55ed420        db                                                                                                     56.95%              25.05MiB / 6.773GiB   0.36%               87.5MB / 66.8MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.09%               173.3MiB / 6.773GiB   2.50%               87.3kB / 108kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.14%               183.3MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 15.76%              181.4MiB / 6.773GiB   2.62%               14.9MB / 17.8MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.36%               191MiB / 6.773GiB     2.75%               2.44MB / 3.04MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.75%               42.15MiB / 6.773GiB   0.61%               18.9MB / 16.7MB     0B / 0B             24
19:25:54
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   8.40%               467.5MiB / 2GiB       22.83%              45.8kB / 27.6kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   8.50%               469.7MiB / 2GiB       22.93%              48.1kB / 28.6kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 3.30%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.86MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.76%               309.1MiB / 6.773GiB   4.46%               38MB / 933kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.34%               16.93MiB / 6.773GiB   0.24%               153kB / 357kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               2.21%               55.78MiB / 6.773GiB   0.80%               163kB / 112kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               2.40%               56.01MiB / 6.773GiB   0.81%               163kB / 112kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  51.61%              517.9MiB / 6.773GiB   7.47%               697MB / 94.1MB      0B / 0B             17
001ea55ed420        db                                                                                                     51.31%              25.18MiB / 6.773GiB   0.36%               89.7MB / 68.5MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.48%               173.2MiB / 6.773GiB   2.50%               87.8kB / 109kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 17.85%              181.4MiB / 6.773GiB   2.62%               15MB / 18MB         0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.93%               191.1MiB / 6.773GiB   2.76%               2.46MB / 3.06MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.03%               42.12MiB / 6.773GiB   0.61%               19MB / 16.8MB       0B / 0B             24
19:25:58
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               467.5MiB / 2GiB       22.83%              45.8kB / 27.6kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               469.7MiB / 2GiB       22.93%              48.1kB / 28.6kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.43%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.88MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.96%               309.1MiB / 6.773GiB   4.46%               38MB / 967kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.12%               16.95MiB / 6.773GiB   0.24%               154kB / 372kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.64%               55.82MiB / 6.773GiB   0.80%               165kB / 115kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.35%               56.07MiB / 6.773GiB   0.81%               166kB / 115kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  72.31%              517.9MiB / 6.773GiB   7.47%               699MB / 96.5MB      0B / 0B             17
001ea55ed420        db                                                                                                     55.98%              25.13MiB / 6.773GiB   0.36%               92.1MB / 70.3MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.07%               173.2MiB / 6.773GiB   2.50%               87.8kB / 109kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.07%               183.3MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.10%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 17.58%              181.5MiB / 6.773GiB   2.62%               15.1MB / 18.2MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               3.26%               191MiB / 6.773GiB     2.75%               2.47MB / 3.08MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.00%               42.11MiB / 6.773GiB   0.61%               19.2MB / 16.9MB     0B / 0B             24
19:26:03
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.08%               467.5MiB / 2GiB       22.83%              45.8kB / 27.6kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.7MiB / 2GiB       22.93%              48.1kB / 28.6kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.33%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.88MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.31%               309.1MiB / 6.773GiB   4.46%               38MB / 971kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.13%               16.95MiB / 6.773GiB   0.24%               154kB / 372kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.33%               55.9MiB / 6.773GiB    0.81%               165kB / 115kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               1.90%               56.11MiB / 6.773GiB   0.81%               166kB / 115kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  58.36%              518MiB / 6.773GiB     7.47%               700MB / 98.3MB      0B / 0B             17
001ea55ed420        db                                                                                                     57.94%              25.14MiB / 6.773GiB   0.36%               94.5MB / 72.1MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.2MiB / 6.773GiB   2.50%               88.2kB / 109kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.08%               183.3MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.06%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 15.82%              181.4MiB / 6.773GiB   2.62%               15.3MB / 18.3MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               3.02%               191MiB / 6.773GiB     2.75%               2.48MB / 3.1MB      0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.08%               42.16MiB / 6.773GiB   0.61%               19.4MB / 17.1MB     0B / 0B             24
19:26:07
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   2.18%               467.7MiB / 2GiB       22.84%              49.8kB / 29.8kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   6.55%               469.8MiB / 2GiB       22.94%              52.1kB / 30.9kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.61%               340.6MiB / 6.773GiB   4.91%               38.1MB / 1.99MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.56%               309.1MiB / 6.773GiB   4.46%               38MB / 993kB        0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.64%               17.02MiB / 6.773GiB   0.25%               161kB / 374kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               1.17%               55.97MiB / 6.773GiB   0.81%               166kB / 116kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.46%               56.2MiB / 6.773GiB    0.81%               166kB / 116kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  43.13%              518MiB / 6.773GiB     7.47%               702MB / 101MB       0B / 0B             17
001ea55ed420        db                                                                                                     43.37%              25.41MiB / 6.773GiB   0.37%               96.4MB / 73.5MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.11%               173.3MiB / 6.773GiB   2.50%               89.6kB / 111kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.07%               183.4MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               184MiB / 6.773GiB     2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 11.89%              181.5MiB / 6.773GiB   2.62%               15.5MB / 18.5MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.36%               191MiB / 6.773GiB     2.75%               2.52MB / 3.14MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    1.92%               42.36MiB / 6.773GiB   0.61%               19.6MB / 17.2MB     0B / 0B             24
19:26:12
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.7MiB / 2GiB       22.84%              49.8kB / 29.8kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               469.8MiB / 2GiB       22.94%              52.1kB / 30.9kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.83%               340.6MiB / 6.773GiB   4.91%               38.2MB / 2.01MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.83%               309.1MiB / 6.773GiB   4.46%               38.1MB / 1.01MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.14%               17.03MiB / 6.773GiB   0.25%               162kB / 389kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               1.49%               56.03MiB / 6.773GiB   0.81%               169kB / 119kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               1.76%               56.29MiB / 6.773GiB   0.81%               169kB / 119kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  58.51%              518MiB / 6.773GiB     7.47%               704MB / 103MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.55%              25.16MiB / 6.773GiB   0.36%               98.7MB / 75.2MB     0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.8kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.13%               173.3MiB / 6.773GiB   2.50%               90kB / 112kB        0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.07%               183.4MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 8.95%               181.5MiB / 6.773GiB   2.62%               15.6MB / 18.7MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.51%               191MiB / 6.773GiB     2.75%               2.53MB / 3.15MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    1.86%               42.28MiB / 6.773GiB   0.61%               19.8MB / 17.4MB     0B / 0B             24
19:26:16
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.7MiB / 2GiB       22.84%              49.8kB / 29.8kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.08%               469.8MiB / 2GiB       22.94%              52.1kB / 30.9kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 3.18%               340.6MiB / 6.773GiB   4.91%               38.2MB / 2.02MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 3.08%               309.1MiB / 6.773GiB   4.46%               38.1MB / 1.01MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.12%               17.03MiB / 6.773GiB   0.25%               162kB / 389kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               1.70%               56.13MiB / 6.773GiB   0.81%               169kB / 119kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               2.12%               56.29MiB / 6.773GiB   0.81%               169kB / 119kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  52.95%              518MiB / 6.773GiB     7.47%               705MB / 105MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.79%              25.74MiB / 6.773GiB   0.37%               101MB / 76.8MB      0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.09%               173.2MiB / 6.773GiB   2.50%               90.4kB / 113kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.4MiB / 6.773GiB   2.64%               235kB / 151kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.09%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 11.09%              181.4MiB / 6.773GiB   2.62%               15.7MB / 18.9MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.40%               191MiB / 6.773GiB     2.75%               2.54MB / 3.17MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.08%               42.24MiB / 6.773GiB   0.61%               19.9MB / 17.5MB     0B / 0B             24
19:26:20
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               467.9MiB / 2GiB       22.85%              53.9kB / 32.1kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   6.55%               469.9MiB / 2GiB       22.95%              56.2kB / 33.2kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 3.15%               340.6MiB / 6.773GiB   4.91%               38.2MB / 2.12MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 3.09%               309.1MiB / 6.773GiB   4.46%               38.1MB / 1.04MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.14%               17.04MiB / 6.773GiB   0.25%               169kB / 391kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.40%               56.14MiB / 6.773GiB   0.81%               169kB / 120kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.30%               56.29MiB / 6.773GiB   0.81%               170kB / 120kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  57.00%              518MiB / 6.773GiB     7.47%               707MB / 107MB       0B / 0B             17
001ea55ed420        db                                                                                                     53.84%              25.41MiB / 6.773GiB   0.37%               103MB / 78.3MB      0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.12%               173.2MiB / 6.773GiB   2.50%               93.9kB / 116kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.10%               183.3MiB / 6.773GiB   2.64%               237kB / 153kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.09%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 27.72%              181.4MiB / 6.773GiB   2.62%               15.9MB / 19.1MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               3.68%               191MiB / 6.773GiB     2.75%               2.57MB / 3.2MB      0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    4.38%               42.24MiB / 6.773GiB   0.61%               20.2MB / 17.7MB     0B / 0B             24
19:26:24
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.9MiB / 2GiB       22.85%              53.9kB / 32.1kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.9MiB / 2GiB       22.95%              56.2kB / 33.2kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.57%               340.7MiB / 6.773GiB   4.91%               38.2MB / 2.14MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 3.34%               309.1MiB / 6.773GiB   4.46%               38.1MB / 1.05MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.13%               17.05MiB / 6.773GiB   0.25%               170kB / 405kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.89%               56.16MiB / 6.773GiB   0.81%               172kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.34%               55.99MiB / 6.773GiB   0.81%               172kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  54.55%              518MiB / 6.773GiB     7.47%               708MB / 109MB       0B / 0B             17
001ea55ed420        db                                                                                                     56.42%              25.62MiB / 6.773GiB   0.37%               105MB / 80MB        0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.734MiB / 6.773GiB   0.13%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.45%               173.2MiB / 6.773GiB   2.50%               94.3kB / 117kB      0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               237kB / 153kB       0B / 0B             8
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               183.9MiB / 6.773GiB   2.65%               2.66MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 19.03%              181.4MiB / 6.773GiB   2.62%               16.1MB / 19.3MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.74%               191MiB / 6.773GiB     2.75%               2.58MB / 3.22MB     0B / 0B             20
